alert_id,timestamp,asset_id,asset_type,asset_importance,event_type,ground_truth_validity,ground_truth_risk_level,is_valid_alert,risk_score,risk_level,suspected_attack_type,evidence_summary,explanation,recommended_actions,need_human_review,workflow_action,assigned_role,status,audit_log,closed_loop_completed,judgement_time_ms
A0042,2026-05-19T14:42:00,ASSET-BACKUP-01,backup_server,medium,normal_maintenance,False,low,False,17.65,low,normal_maintenance,"[""涉及 medium 重要性资产 ASSET-BACKUP-01"", ""检测到行为标签：backup_window""]","{""asset_importance_score"": {""score"": 45.0, ""weight"": 0.25, ""contribution"": 11.25, ""evidence"": ""asset_importance is medium""}, ""behavior_anomaly_score"": {""score"": 0.0, ""weight"": 0.25, ""contribution"": 0.0, ""evidence"": ""event_type is normal_maintenance; behavior tags: backup_window; benign maintenance tag reduces anomaly score""}, ""threat_feature_score"": {""score"": 8.0, ""weight"": 0.2, ""contribution"": 1.6, ""evidence"": ""benign event type or authorized maintenance context""}, ""correlation_score"": {""score"": 15.0, ""weight"": 0.2, ""contribution"": 3.0, ""evidence"": ""related_alert_ids count is 0; same-asset event variety is 1""}, ""history_similarity_score"": {""score"": 18.0, ""weight"": 0.1, ""contribution"": 1.8, ""evidence"": ""similar simulated historical pattern for normal_maintenance""}, ""final_assessment"": {""risk_score"": 17.65, ""risk_level"": ""low"", ""reason"": ""weighted score falls into low interval; event_type is normal_maintenance; 0 related alerts used for contextual scoring""}}","[""自动归档仿真告警"", ""保留审计日志"", ""纳入周期性规则复核""]",False,archive,security_auditor,archived,"[""2026-06-28T13:04:56+00:00 received judgement for alert A0042"", ""2026-06-28T13:04:56+00:00 risk_level=low, workflow_action=archive"", ""2026-06-28T13:04:56+00:00 assigned_role=security_auditor, status=archived"", ""2026-06-28T13:04:56+00:00 low-risk alert archived with audit evidence retained""]",True,0.101
A0043,2026-05-19T14:43:00,ASSET-OA-01,office_server,medium,normal_maintenance,False,low,False,17.65,low,normal_maintenance,"[""涉及 medium 重要性资产 ASSET-OA-01"", ""检测到行为标签：planned_maintenance""]","{""asset_importance_score"": {""score"": 45.0, ""weight"": 0.25, ""contribution"": 11.25, ""evidence"": ""asset_importance is medium""}, ""behavior_anomaly_score"": {""score"": 0.0, ""weight"": 0.25, ""contribution"": 0.0, ""evidence"": ""event_type is normal_maintenance; behavior tags: planned_maintenance; benign maintenance tag reduces anomaly score""}, ""threat_feature_score"": {""score"": 8.0, ""weight"": 0.2, ""contribution"": 1.6, ""evidence"": ""benign event type or authorized maintenance context""}, ""correlation_score"": {""score"": 15.0, ""weight"": 0.2, ""contribution"": 3.0, ""evidence"": ""related_alert_ids count is 0; same-asset event variety is 1""}, ""history_similarity_score"": {""score"": 18.0, ""weight"": 0.1, ""contribution"": 1.8, ""evidence"": ""similar simulated historical pattern for normal_maintenance""}, ""final_assessment"": {""risk_score"": 17.65, ""risk_level"": ""low"", ""reason"": ""weighted score falls into low interval; event_type is normal_maintenance; 0 related alerts used for contextual scoring""}}","[""自动归档仿真告警"", ""保留审计日志"", ""纳入周期性规则复核""]",False,archive,security_auditor,archived,"[""2026-06-28T13:04:56+00:00 received judgement for alert A0043"", ""2026-06-28T13:04:56+00:00 risk_level=low, workflow_action=archive"", ""2026-06-28T13:04:56+00:00 assigned_role=security_auditor, status=archived"", ""2026-06-28T13:04:56+00:00 low-risk alert archived with audit evidence retained""]",True,0.0931
A0044,2026-05-19T14:44:00,ASSET-SCAN-01,security_tool,low,false_positive,False,low,False,11.1,low,benign_or_false_positive,"[""涉及 low 重要性资产 ASSET-SCAN-01"", ""检测到行为标签：authorized_internal_scan""]","{""asset_importance_score"": {""score"": 20.0, ""weight"": 0.25, ""contribution"": 5.0, ""evidence"": ""asset_importance is low""}, ""behavior_anomaly_score"": {""score"": 0.0, ""weight"": 0.25, ""contribution"": 0.0, ""evidence"": ""event_type is false_positive; behavior tags: authorized_internal_scan; benign maintenance tag reduces anomaly score""}, ""threat_feature_score"": {""score"": 8.0, ""weight"": 0.2, ""contribution"": 1.6, ""evidence"": ""benign event type or authorized maintenance context""}, ""correlation_score"": {""score"": 15.0, ""weight"": 0.2, ""contribution"": 3.0, ""evidence"": ""related_alert_ids count is 0; same-asset event variety is 1""}, ""history_similarity_score"": {""score"": 15.0, ""weight"": 0.1, ""contribution"": 1.5, ""evidence"": ""similar simulated historical pattern for false_positive""}, ""final_assessment"": {""risk_score"": 11.1, ""risk_level"": ""low"", ""reason"": ""weighted score falls into low interval; event_type is false_positive; 0 related alerts used for contextual scoring""}}","[""自动归档仿真告警"", ""保留审计日志"", ""纳入周期性规则复核""]",False,archive,security_auditor,archived,"[""2026-06-28T13:04:56+00:00 received judgement for alert A0044"", ""2026-06-28T13:04:56+00:00 risk_level=low, workflow_action=archive"", ""2026-06-28T13:04:56+00:00 assigned_role=security_auditor, status=archived"", ""2026-06-28T13:04:56+00:00 low-risk alert archived with audit evidence retained""]",True,0.0939
A0045,2026-05-19T14:45:00,ASSET-FILE-01,file_server,high,normal_maintenance,False,low,False,25.15,low,normal_maintenance,"[""涉及 high 重要性资产 ASSET-FILE-01"", ""检测到行为标签：planned_maintenance""]","{""asset_importance_score"": {""score"": 75.0, ""weight"": 0.25, ""contribution"": 18.75, ""evidence"": ""asset_importance is high""}, ""behavior_anomaly_score"": {""score"": 0.0, ""weight"": 0.25, ""contribution"": 0.0, ""evidence"": ""event_type is normal_maintenance; behavior tags: planned_maintenance; benign maintenance tag reduces anomaly score""}, ""threat_feature_score"": {""score"": 8.0, ""weight"": 0.2, ""contribution"": 1.6, ""evidence"": ""benign event type or authorized maintenance context""}, ""correlation_score"": {""score"": 15.0, ""weight"": 0.2, ""contribution"": 3.0, ""evidence"": ""related_alert_ids count is 0; same-asset event variety is 1""}, ""history_similarity_score"": {""score"": 18.0, ""weight"": 0.1, ""contribution"": 1.8, ""evidence"": ""similar simulated historical pattern for normal_maintenance""}, ""final_assessment"": {""risk_score"": 25.15, ""risk_level"": ""low"", ""reason"": ""weighted score falls into low interval; event_type is normal_maintenance; 0 related alerts used for contextual scoring""}}","[""自动归档仿真告警"", ""保留审计日志"", ""纳入周期性规则复核""]",False,archive,security_auditor,archived,"[""2026-06-28T13:04:56+00:00 received judgement for alert A0045"", ""2026-06-28T13:04:56+00:00 risk_level=low, workflow_action=archive"", ""2026-06-28T13:04:56+00:00 assigned_role=security_auditor, status=archived"", ""2026-06-28T13:04:56+00:00 low-risk alert archived with audit evidence retained""]",True,0.1306
A0046,2026-05-19T14:46:00,ASSET-WEB-01,web_server,high,false_positive,False,low,False,24.85,low,benign_or_false_positive,"[""涉及 high 重要性资产 ASSET-WEB-01"", ""检测到行为标签：planned_maintenance""]","{""asset_importance_score"": {""score"": 75.0, ""weight"": 0.25, ""contribution"": 18.75, ""evidence"": ""asset_importance is high""}, ""behavior_anomaly_score"": {""score"": 0.0, ""weight"": 0.25, ""contribution"": 0.0, ""evidence"": ""event_type is false_positive; behavior tags: planned_maintenance; benign maintenance tag reduces anomaly score""}, ""threat_feature_score"": {""score"": 8.0, ""weight"": 0.2, ""contribution"": 1.6, ""evidence"": ""benign event type or authorized maintenance context""}, ""correlation_score"": {""score"": 15.0, ""weight"": 0.2, ""contribution"": 3.0, ""evidence"": ""related_alert_ids count is 0; same-asset event variety is 1""}, ""history_similarity_score"": {""score"": 15.0, ""weight"": 0.1, ""contribution"": 1.5, ""evidence"": ""similar simulated historical pattern for false_positive""}, ""final_assessment"": {""risk_score"": 24.85, ""risk_level"": ""low"", ""reason"": ""weighted score falls into low interval; event_type is false_positive; 0 related alerts used for contextual scoring""}}","[""自动归档仿真告警"", ""保留审计日志"", ""纳入周期性规则复核""]",False,archive,security_auditor,archived,"[""2026-06-28T13:04:56+00:00 received judgement for alert A0046"", ""2026-06-28T13:04:56+00:00 risk_level=low, workflow_action=archive"", ""2026-06-28T13:04:56+00:00 assigned_role=security_auditor, status=archived"", ""2026-06-28T13:04:56+00:00 low-risk alert archived with audit evidence retained""]",True,0.0914
A0047,2026-05-19T14:47:00,ASSET-BACKUP-01,backup_server,medium,normal_maintenance,False,low,False,17.65,low,normal_maintenance,"[""涉及 medium 重要性资产 ASSET-BACKUP-01"", ""检测到行为标签：backup_window""]","{""asset_importance_score"": {""score"": 45.0, ""weight"": 0.25, ""contribution"": 11.25, ""evidence"": ""asset_importance is medium""}, ""behavior_anomaly_score"": {""score"": 0.0, ""weight"": 0.25, ""contribution"": 0.0, ""evidence"": ""event_type is normal_maintenance; behavior tags: backup_window; benign maintenance tag reduces anomaly score""}, ""threat_feature_score"": {""score"": 8.0, ""weight"": 0.2, ""contribution"": 1.6, ""evidence"": ""benign event type or authorized maintenance context""}, ""correlation_score"": {""score"": 15.0, ""weight"": 0.2, ""contribution"": 3.0, ""evidence"": ""related_alert_ids count is 0; same-asset event variety is 1""}, ""history_similarity_score"": {""score"": 18.0, ""weight"": 0.1, ""contribution"": 1.8, ""evidence"": ""similar simulated historical pattern for normal_maintenance""}, ""final_assessment"": {""risk_score"": 17.65, ""risk_level"": ""low"", ""reason"": ""weighted score falls into low interval; event_type is normal_maintenance; 0 related alerts used for contextual scoring""}}","[""自动归档仿真告警"", ""保留审计日志"", ""纳入周期性规则复核""]",False,archive,security_auditor,archived,"[""2026-06-28T13:04:56+00:00 received judgement for alert A0047"", ""2026-06-28T13:04:56+00:00 risk_level=low, workflow_action=archive"", ""2026-06-28T13:04:56+00:00 assigned_role=security_auditor, status=archived"", ""2026-06-28T13:04:56+00:00 low-risk alert archived with audit evidence retained""]",True,0.0901
A0048,2026-05-19T14:48:00,ASSET-OA-01,office_server,medium,false_positive,False,low,False,17.35,low,benign_or_false_positive,"[""涉及 medium 重要性资产 ASSET-OA-01"", ""检测到行为标签：planned_maintenance""]","{""asset_importance_score"": {""score"": 45.0, ""weight"": 0.25, ""contribution"": 11.25, ""evidence"": ""asset_importance is medium""}, ""behavior_anomaly_score"": {""score"": 0.0, ""weight"": 0.25, ""contribution"": 0.0, ""evidence"": ""event_type is false_positive; behavior tags: planned_maintenance; benign maintenance tag reduces anomaly score""}, ""threat_feature_score"": {""score"": 8.0, ""weight"": 0.2, ""contribution"": 1.6, ""evidence"": ""benign event type or authorized maintenance context""}, ""correlation_score"": {""score"": 15.0, ""weight"": 0.2, ""contribution"": 3.0, ""evidence"": ""related_alert_ids count is 0; same-asset event variety is 1""}, ""history_similarity_score"": {""score"": 15.0, ""weight"": 0.1, ""contribution"": 1.5, ""evidence"": ""similar simulated historical pattern for false_positive""}, ""final_assessment"": {""risk_score"": 17.35, ""risk_level"": ""low"", ""reason"": ""weighted score falls into low interval; event_type is false_positive; 0 related alerts used for contextual scoring""}}","[""自动归档仿真告警"", ""保留审计日志"", ""纳入周期性规则复核""]",False,archive,security_auditor,archived,"[""2026-06-28T13:04:56+00:00 received judgement for alert A0048"", ""2026-06-28T13:04:56+00:00 risk_level=low, workflow_action=archive"", ""2026-06-28T13:04:56+00:00 assigned_role=security_auditor, status=archived"", ""2026-06-28T13:04:56+00:00 low-risk alert archived with audit evidence retained""]",True,0.0861
A0049,2026-05-19T14:49:00,ASSET-SCAN-01,security_tool,low,normal_maintenance,False,low,False,11.4,low,normal_maintenance,"[""涉及 low 重要性资产 ASSET-SCAN-01"", ""检测到行为标签：authorized_internal_scan""]","{""asset_importance_score"": {""score"": 20.0, ""weight"": 0.25, ""contribution"": 5.0, ""evidence"": ""asset_importance is low""}, ""behavior_anomaly_score"": {""score"": 0.0, ""weight"": 0.25, ""contribution"": 0.0, ""evidence"": ""event_type is normal_maintenance; behavior tags: authorized_internal_scan; benign maintenance tag reduces anomaly score""}, ""threat_feature_score"": {""score"": 8.0, ""weight"": 0.2, ""contribution"": 1.6, ""evidence"": ""benign event type or authorized maintenance context""}, ""correlation_score"": {""score"": 15.0, ""weight"": 0.2, ""contribution"": 3.0, ""evidence"": ""related_alert_ids count is 0; same-asset event variety is 1""}, ""history_similarity_score"": {""score"": 18.0, ""weight"": 0.1, ""contribution"": 1.8, ""evidence"": ""similar simulated historical pattern for normal_maintenance""}, ""final_assessment"": {""risk_score"": 11.4, ""risk_level"": ""low"", ""reason"": ""weighted score falls into low interval; event_type is normal_maintenance; 0 related alerts used for contextual scoring""}}","[""自动归档仿真告警"", ""保留审计日志"", ""纳入周期性规则复核""]",False,archive,security_auditor,archived,"[""2026-06-28T13:04:56+00:00 received judgement for alert A0049"", ""2026-06-28T13:04:56+00:00 risk_level=low, workflow_action=archive"", ""2026-06-28T13:04:56+00:00 assigned_role=security_auditor, status=archived"", ""2026-06-28T13:04:56+00:00 low-risk alert archived with audit evidence retained""]",True,0.0885
A0050,2026-05-19T14:50:00,ASSET-FILE-01,file_server,high,false_positive,False,low,False,24.85,low,benign_or_false_positive,"[""涉及 high 重要性资产 ASSET-FILE-01"", ""检测到行为标签：backup_window""]","{""asset_importance_score"": {""score"": 75.0, ""weight"": 0.25, ""contribution"": 18.75, ""evidence"": ""asset_importance is high""}, ""behavior_anomaly_score"": {""score"": 0.0, ""weight"": 0.25, ""contribution"": 0.0, ""evidence"": ""event_type is false_positive; behavior tags: backup_window; benign maintenance tag reduces anomaly score""}, ""threat_feature_score"": {""score"": 8.0, ""weight"": 0.2, ""contribution"": 1.6, ""evidence"": ""benign event type or authorized maintenance context""}, ""correlation_score"": {""score"": 15.0, ""weight"": 0.2, ""contribution"": 3.0, ""evidence"": ""related_alert_ids count is 0; same-asset event variety is 1""}, ""history_similarity_score"": {""score"": 15.0, ""weight"": 0.1, ""contribution"": 1.5, ""evidence"": ""similar simulated historical pattern for false_positive""}, ""final_assessment"": {""risk_score"": 24.85, ""risk_level"": ""low"", ""reason"": ""weighted score falls into low interval; event_type is false_positive; 0 related alerts used for contextual scoring""}}","[""自动归档仿真告警"", ""保留审计日志"", ""纳入周期性规则复核""]",False,archive,security_auditor,archived,"[""2026-06-28T13:04:56+00:00 received judgement for alert A0050"", ""2026-06-28T13:04:56+00:00 risk_level=low, workflow_action=archive"", ""2026-06-28T13:04:56+00:00 assigned_role=security_auditor, status=archived"", ""2026-06-28T13:04:56+00:00 low-risk alert archived with audit evidence retained""]",True,0.0874
A0051,2026-05-19T14:51:00,ASSET-DB-01,database,critical,normal_maintenance,False,low,False,30.15,low,normal_maintenance,"[""涉及 critical 重要性资产 ASSET-DB-01"", ""检测到行为标签：planned_maintenance""]","{""asset_importance_score"": {""score"": 95.0, ""weight"": 0.25, ""contribution"": 23.75, ""evidence"": ""asset_importance is critical""}, ""behavior_anomaly_score"": {""score"": 0.0, ""weight"": 0.25, ""contribution"": 0.0, ""evidence"": ""event_type is normal_maintenance; behavior tags: planned_maintenance; benign maintenance tag reduces anomaly score""}, ""threat_feature_score"": {""score"": 8.0, ""weight"": 0.2, ""contribution"": 1.6, ""evidence"": ""benign event type or authorized maintenance context""}, ""correlation_score"": {""score"": 15.0, ""weight"": 0.2, ""contribution"": 3.0, ""evidence"": ""related_alert_ids count is 0; same-asset event variety is 1""}, ""history_similarity_score"": {""score"": 18.0, ""weight"": 0.1, ""contribution"": 1.8, ""evidence"": ""similar simulated historical pattern for normal_maintenance""}, ""final_assessment"": {""risk_score"": 30.15, ""risk_level"": ""low"", ""reason"": ""weighted score falls into low interval; event_type is normal_maintenance; 0 related alerts used for contextual scoring""}}","[""自动归档仿真告警"", ""保留审计日志"", ""纳入周期性规则复核""]",False,archive,security_auditor,archived,"[""2026-06-28T13:04:56+00:00 received judgement for alert A0051"", ""2026-06-28T13:04:56+00:00 risk_level=low, workflow_action=archive"", ""2026-06-28T13:04:56+00:00 assigned_role=security_auditor, status=archived"", ""2026-06-28T13:04:56+00:00 low-risk alert archived with audit evidence retained""]",True,0.0863
A0052,2026-05-19T14:52:00,ASSET-WEB-02,web_server,critical,false_positive,False,low,False,29.85,low,benign_or_false_positive,"[""涉及 critical 重要性资产 ASSET-WEB-02"", ""检测到行为标签：planned_maintenance""]","{""asset_importance_score"": {""score"": 95.0, ""weight"": 0.25, ""contribution"": 23.75, ""evidence"": ""asset_importance is critical""}, ""behavior_anomaly_score"": {""score"": 0.0, ""weight"": 0.25, ""contribution"": 0.0, ""evidence"": ""event_type is false_positive; behavior tags: planned_maintenance; benign maintenance tag reduces anomaly score""}, ""threat_feature_score"": {""score"": 8.0, ""weight"": 0.2, ""contribution"": 1.6, ""evidence"": ""benign event type or authorized maintenance context""}, ""correlation_score"": {""score"": 15.0, ""weight"": 0.2, ""contribution"": 3.0, ""evidence"": ""related_alert_ids count is 0; same-asset event variety is 1""}, ""history_similarity_score"": {""score"": 15.0, ""weight"": 0.1, ""contribution"": 1.5, ""evidence"": ""similar simulated historical pattern for false_positive""}, ""final_assessment"": {""risk_score"": 29.85, ""risk_level"": ""low"", ""reason"": ""weighted score falls into low interval; event_type is false_positive; 0 related alerts used for contextual scoring""}}","[""自动归档仿真告警"", ""保留审计日志"", ""纳入周期性规则复核""]",False,archive,security_auditor,archived,"[""2026-06-28T13:04:56+00:00 received judgement for alert A0052"", ""2026-06-28T13:04:56+00:00 risk_level=low, workflow_action=archive"", ""2026-06-28T13:04:56+00:00 assigned_role=security_auditor, status=archived"", ""2026-06-28T13:04:56+00:00 low-risk alert archived with audit evidence retained""]",True,0.0852
A0053,2026-05-19T14:53:00,ASSET-BACKUP-01,backup_server,medium,false_positive,False,low,False,17.35,low,benign_or_false_positive,"[""涉及 medium 重要性资产 ASSET-BACKUP-01"", ""检测到行为标签：backup_window""]","{""asset_importance_score"": {""score"": 45.0, ""weight"": 0.25, ""contribution"": 11.25, ""evidence"": ""asset_importance is medium""}, ""behavior_anomaly_score"": {""score"": 0.0, ""weight"": 0.25, ""contribution"": 0.0, ""evidence"": ""event_type is false_positive; behavior tags: backup_window; benign maintenance tag reduces anomaly score""}, ""threat_feature_score"": {""score"": 8.0, ""weight"": 0.2, ""contribution"": 1.6, ""evidence"": ""benign event type or authorized maintenance context""}, ""correlation_score"": {""score"": 15.0, ""weight"": 0.2, ""contribution"": 3.0, ""evidence"": ""related_alert_ids count is 0; same-asset event variety is 1""}, ""history_similarity_score"": {""score"": 15.0, ""weight"": 0.1, ""contribution"": 1.5, ""evidence"": ""similar simulated historical pattern for false_positive""}, ""final_assessment"": {""risk_score"": 17.35, ""risk_level"": ""low"", ""reason"": ""weighted score falls into low interval; event_type is false_positive; 0 related alerts used for contextual scoring""}}","[""自动归档仿真告警"", ""保留审计日志"", ""纳入周期性规则复核""]",False,archive,security_auditor,archived,"[""2026-06-28T13:04:56+00:00 received judgement for alert A0053"", ""2026-06-28T13:04:56+00:00 risk_level=low, workflow_action=archive"", ""2026-06-28T13:04:56+00:00 assigned_role=security_auditor, status=archived"", ""2026-06-28T13:04:56+00:00 low-risk alert archived with audit evidence retained""]",True,0.0873
A0054,2026-05-19T14:54:00,ASSET-OA-01,office_server,medium,normal_maintenance,False,low,False,17.65,low,normal_maintenance,"[""涉及 medium 重要性资产 ASSET-OA-01"", ""检测到行为标签：planned_maintenance""]","{""asset_importance_score"": {""score"": 45.0, ""weight"": 0.25, ""contribution"": 11.25, ""evidence"": ""asset_importance is medium""}, ""behavior_anomaly_score"": {""score"": 0.0, ""weight"": 0.25, ""contribution"": 0.0, ""evidence"": ""event_type is normal_maintenance; behavior tags: planned_maintenance; benign maintenance tag reduces anomaly score""}, ""threat_feature_score"": {""score"": 8.0, ""weight"": 0.2, ""contribution"": 1.6, ""evidence"": ""benign event type or authorized maintenance context""}, ""correlation_score"": {""score"": 15.0, ""weight"": 0.2, ""contribution"": 3.0, ""evidence"": ""related_alert_ids count is 0; same-asset event variety is 1""}, ""history_similarity_score"": {""score"": 18.0, ""weight"": 0.1, ""contribution"": 1.8, ""evidence"": ""similar simulated historical pattern for normal_maintenance""}, ""final_assessment"": {""risk_score"": 17.65, ""risk_level"": ""low"", ""reason"": ""weighted score falls into low interval; event_type is normal_maintenance; 0 related alerts used for contextual scoring""}}","[""自动归档仿真告警"", ""保留审计日志"", ""纳入周期性规则复核""]",False,archive,security_auditor,archived,"[""2026-06-28T13:04:56+00:00 received judgement for alert A0054"", ""2026-06-28T13:04:56+00:00 risk_level=low, workflow_action=archive"", ""2026-06-28T13:04:56+00:00 assigned_role=security_auditor, status=archived"", ""2026-06-28T13:04:56+00:00 low-risk alert archived with audit evidence retained""]",True,0.0842
A0055,2026-05-19T14:55:00,ASSET-SCAN-01,security_tool,low,false_positive,False,low,False,11.1,low,benign_or_false_positive,"[""涉及 low 重要性资产 ASSET-SCAN-01"", ""检测到行为标签：authorized_internal_scan""]","{""asset_importance_score"": {""score"": 20.0, ""weight"": 0.25, ""contribution"": 5.0, ""evidence"": ""asset_importance is low""}, ""behavior_anomaly_score"": {""score"": 0.0, ""weight"": 0.25, ""contribution"": 0.0, ""evidence"": ""event_type is false_positive; behavior tags: authorized_internal_scan; benign maintenance tag reduces anomaly score""}, ""threat_feature_score"": {""score"": 8.0, ""weight"": 0.2, ""contribution"": 1.6, ""evidence"": ""benign event type or authorized maintenance context""}, ""correlation_score"": {""score"": 15.0, ""weight"": 0.2, ""contribution"": 3.0, ""evidence"": ""related_alert_ids count is 0; same-asset event variety is 1""}, ""history_similarity_score"": {""score"": 15.0, ""weight"": 0.1, ""contribution"": 1.5, ""evidence"": ""similar simulated historical pattern for false_positive""}, ""final_assessment"": {""risk_score"": 11.1, ""risk_level"": ""low"", ""reason"": ""weighted score falls into low interval; event_type is false_positive; 0 related alerts used for contextual scoring""}}","[""自动归档仿真告警"", ""保留审计日志"", ""纳入周期性规则复核""]",False,archive,security_auditor,archived,"[""2026-06-28T13:04:56+00:00 received judgement for alert A0055"", ""2026-06-28T13:04:56+00:00 risk_level=low, workflow_action=archive"", ""2026-06-28T13:04:56+00:00 assigned_role=security_auditor, status=archived"", ""2026-06-28T13:04:56+00:00 low-risk alert archived with audit evidence retained""]",True,0.396
A0056,2026-05-19T14:56:00,ASSET-FILE-01,file_server,high,normal_maintenance,False,low,False,25.15,low,normal_maintenance,"[""涉及 high 重要性资产 ASSET-FILE-01"", ""检测到行为标签：backup_window""]","{""asset_importance_score"": {""score"": 75.0, ""weight"": 0.25, ""contribution"": 18.75, ""evidence"": ""asset_importance is high""}, ""behavior_anomaly_score"": {""score"": 0.0, ""weight"": 0.25, ""contribution"": 0.0, ""evidence"": ""event_type is normal_maintenance; behavior tags: backup_window; benign maintenance tag reduces anomaly score""}, ""threat_feature_score"": {""score"": 8.0, ""weight"": 0.2, ""contribution"": 1.6, ""evidence"": ""benign event type or authorized maintenance context""}, ""correlation_score"": {""score"": 15.0, ""weight"": 0.2, ""contribution"": 3.0, ""evidence"": ""related_alert_ids count is 0; same-asset event variety is 1""}, ""history_similarity_score"": {""score"": 18.0, ""weight"": 0.1, ""contribution"": 1.8, ""evidence"": ""similar simulated historical pattern for normal_maintenance""}, ""final_assessment"": {""risk_score"": 25.15, ""risk_level"": ""low"", ""reason"": ""weighted score falls into low interval; event_type is normal_maintenance; 0 related alerts used for contextual scoring""}}","[""自动归档仿真告警"", ""保留审计日志"", ""纳入周期性规则复核""]",False,archive,security_auditor,archived,"[""2026-06-28T13:04:56+00:00 received judgement for alert A0056"", ""2026-06-28T13:04:56+00:00 risk_level=low, workflow_action=archive"", ""2026-06-28T13:04:56+00:00 assigned_role=security_auditor, status=archived"", ""2026-06-28T13:04:56+00:00 low-risk alert archived with audit evidence retained""]",True,0.0945
A0057,2026-05-19T14:57:00,ASSET-AD-01,identity_server,critical,false_positive,False,low,False,29.85,low,benign_or_false_positive,"[""涉及 critical 重要性资产 ASSET-AD-01"", ""检测到行为标签：planned_maintenance""]","{""asset_importance_score"": {""score"": 95.0, ""weight"": 0.25, ""contribution"": 23.75, ""evidence"": ""asset_importance is critical""}, ""behavior_anomaly_score"": {""score"": 0.0, ""weight"": 0.25, ""contribution"": 0.0, ""evidence"": ""event_type is false_positive; behavior tags: planned_maintenance; benign maintenance tag reduces anomaly score""}, ""threat_feature_score"": {""score"": 8.0, ""weight"": 0.2, ""contribution"": 1.6, ""evidence"": ""benign event type or authorized maintenance context""}, ""correlation_score"": {""score"": 15.0, ""weight"": 0.2, ""contribution"": 3.0, ""evidence"": ""related_alert_ids count is 0; same-asset event variety is 1""}, ""history_similarity_score"": {""score"": 15.0, ""weight"": 0.1, ""contribution"": 1.5, ""evidence"": ""similar simulated historical pattern for false_positive""}, ""final_assessment"": {""risk_score"": 29.85, ""risk_level"": ""low"", ""reason"": ""weighted score falls into low interval; event_type is false_positive; 0 related alerts used for contextual scoring""}}","[""自动归档仿真告警"", ""保留审计日志"", ""纳入周期性规则复核""]",False,archive,security_auditor,archived,"[""2026-06-28T13:04:56+00:00 received judgement for alert A0057"", ""2026-06-28T13:04:56+00:00 risk_level=low, workflow_action=archive"", ""2026-06-28T13:04:56+00:00 assigned_role=security_auditor, status=archived"", ""2026-06-28T13:04:56+00:00 low-risk alert archived with audit evidence retained""]",True,0.0853
A0058,2026-05-19T14:58:00,ASSET-WEB-01,web_server,high,normal_maintenance,False,low,False,25.15,low,normal_maintenance,"[""涉及 high 重要性资产 ASSET-WEB-01"", ""检测到行为标签：planned_maintenance""]","{""asset_importance_score"": {""score"": 75.0, ""weight"": 0.25, ""contribution"": 18.75, ""evidence"": ""asset_importance is high""}, ""behavior_anomaly_score"": {""score"": 0.0, ""weight"": 0.25, ""contribution"": 0.0, ""evidence"": ""event_type is normal_maintenance; behavior tags: planned_maintenance; benign maintenance tag reduces anomaly score""}, ""threat_feature_score"": {""score"": 8.0, ""weight"": 0.2, ""contribution"": 1.6, ""evidence"": ""benign event type or authorized maintenance context""}, ""correlation_score"": {""score"": 15.0, ""weight"": 0.2, ""contribution"": 3.0, ""evidence"": ""related_alert_ids count is 0; same-asset event variety is 1""}, ""history_similarity_score"": {""score"": 18.0, ""weight"": 0.1, ""contribution"": 1.8, ""evidence"": ""similar simulated historical pattern for normal_maintenance""}, ""final_assessment"": {""risk_score"": 25.15, ""risk_level"": ""low"", ""reason"": ""weighted score falls into low interval; event_type is normal_maintenance; 0 related alerts used for contextual scoring""}}","[""自动归档仿真告警"", ""保留审计日志"", ""纳入周期性规则复核""]",False,archive,security_auditor,archived,"[""2026-06-28T13:04:56+00:00 received judgement for alert A0058"", ""2026-06-28T13:04:56+00:00 risk_level=low, workflow_action=archive"", ""2026-06-28T13:04:56+00:00 assigned_role=security_auditor, status=archived"", ""2026-06-28T13:04:56+00:00 low-risk alert archived with audit evidence retained""]",True,0.0851
